,topic,comment
302,15,He know's there is no point to being shown again as a candidate that doesn't care about the states or the people that live here! 🙁
303,-1,Chicken shit
304,18,"The problem is that she gets to choose who (abc news) will host the debate , not Trump , and we all know , how the last one went. She don't deserve to get a debate when she gets all the questions in advance and they only fact check Trump ! They will use every means to throw out Trump even if they have to shoot him !"
305,2,"“Theyre eating the dogs, they’re eating the cats, they’re eating the pets of the people who live here.” -Donald Trump"
306,0,No need for a second debate. We the people of the united states saw and heard her and moderators coddling Harris so why do we need another one to watch it again. Ive decided. The silent majority will dpeak in numbers on November 5th. Youll see.
307,-1,Chicken!
308,-1,"First Chump said he won the debate, and then he claimed her and abc cheated? This guy is a weirdo loser!!!"
309,-1,Chicken shit Chump!
310,-1,Chicken sh!t
311,-1,Coward!!!!!
312,-1,"2nd debate? Trump has my vote, even if he were to show baby ducklings being dropped from helicopters on his website."
313,-1,Baaach baaach baaach baaaach baaach baaach basaach (Cue Chicken noise 😂
314,-1,BAWK bawk bawk 🐔🐔 he's too Ollld & stupid to debate anymore 😂
315,0,Schedule it and let it become another rally for Harris since he does not have the testicles for it. She should show up solo and campaign during the broadcast. Her team should advocate for this event
316,6,"Beat by the Girl. And now, after all the mouthing off, fumbling the ball, and trying to cover failing? CS, NO MAS. WIN OR GO HOME"
317,2,They had my dog - Donald Trump
318,-1,What for when it will be rigged against him !!! Maybe on Fox at lest it would be unbiased!
319,1,"After Kamala opened up a can of whoop-ass on him,you can see why he doesn't want to go there with her again."
320,-1,"Let's see: Two biased ABC shills against one candidate plus another with an earpiece, makes for an honest debate? At what point has KH actually talked policy or shown she has more than two brain cells? And the Democrats have always cheated as they are now."
321,-1,"LẮNG NGHE: TÚ BÀ KAMALAZOO. TÚ BÀ MẶT NGỰA CHÂN GÀ, CỬA SAU, CỬA TRƯỚC, ĐƯA BÀ ĐÓN ÔNG. NĂM NAY MỤ ĐƯỢC LÊN ĐỒNG, ĐẢNG LỪA PHÁ CỬA CHẠY RÔNG KIẾM MỒI.TÚ ÔNG BỊ CƯỚP MIẾNG MỒI, TỨ BÀ MẶT NGỰA, ĐANG NGỒI CHỜ ĂN..! The question is: Do the American people truly understand what has happened over the past three years under Biden and Harris (the ‘Kalamazoo copycat’)? They have damaged American society, dismantled its foundations, and contributed to global chaos, empowering terrorist organizations and creating turmoil. In the first debate with Trump last week, the ‘Kalamazoo copycat’ delivered only empty rhetoric, flip-flopping on her positions, while continuing the same lies and corruption that defined her time in California.I also agree with former President Donald Trump—there’s no point in wasting time with the Kalamazoo copycat in a second-round debate, orchestrated by the mainstream media’s fake news outlets like ABC, NBC, CBS, and CNN. These liberal media channels are anti-Trump and are working to sabotage your 2024 presidential campaign. In fact, the liberal mainstream media has fueled more chaos, violence, hatred, and division in American society than ever before, especially since the Obama years, 2016, and beyond. That’s why I oppose a second debate with the Kalamazoo copycat on ABC or any other mainstream media platform!"
322,-1,"Because you suck, though many fascists disagree"
323,4,Gonzalez Michelle Smith Ruth Davis Susan
324,25,"To quote Clint Eastwood, a man's got to know his limitations."
325,12,Muslims Islam unite join forces together...
326,8,"NOTHING IS AS IT SEEMS. THE WHOLE WORLD IS A STAGE. THE IRONY OF IT ALL IS THAT THE PERSON THAT YOU ALL IN THE MEDIA KEEP GLEEFULLY DEMONIZING IS THE ONE WHO HAS THE BEST INTERESTS OF AMERICA AND THE WORLD. YOU HAVE NO IDEA WHAT BATTLES THIS MAN HAS FOUGHT BEHIND THE SCENES FOR THE COUNTRY AND THE CHILDREN OF THE WORLD. YOU ALL HAVE BEEN CALLING GOOD BAD AND EVIL GOOD. TRUST ME, YOU HAVE IT BACKWARDS. YOU HAVE IT ALL TWISTED FOR THE WRONG SIDE. GOD ALMIGHTY HIMSELF WILL PROVE IT ALL SOONER RATHER THAN LATER. ONCE THE TRUTH UNFOLDS, I GUARANTEE YOU ALL WILL BE SADDENED BY THE DEPLORABLE WAY YOU HAVE TREATED THIS MAN, HIS FAMILY, HIS WIFE AND AMERICANS WHO REALLY LOVE THIS COUNTRY AND ONLY WANT THE VERY BEST FOR ALL AMERICANS. YOU PREFER TO HANG ON THE EMPTY PROMISES AND WORDS OF A FAILED ADMINISTRATION. THE DAY WILL SOON COME WHEN EVERYONE YOU WORSHIP AT THE ALTER OF WILL FINALLY UNMASK THEMSELVES TO THE WORLD AND YOU WILL REMEMBER, I TOLD YOU SO. YOUR WORDS AND ACTIONS HAVE LITERALLY BEEN ANABOMINATION TO GOD HIMSELF BECAUSE HE KNOWS THE TRUTH OF ALL THAT YOU DO NOT YET REALIZE OR MAYBE YOU DO, BUT KEEP PUSHING THE FALSEHOODS TO KEEP MISLEADING THE ENTIRE COUNTRY AND WORLD. TRUMP IS NOT THE MONSTER YOU ALL HAVE MADE HIM OUT TO BE FOR THE PAST 8 YEARS. ANYWAY, IT IS TO BE EXPECTED BECAUSE HE IS AN OUTSIDER LIKE CHRIST WAS WHEN HE WALKED THE EARTH. EVEN HE WAS CALLED DEVIL AND WORSE AND ALL HE DID WAS GOOD FOR THE PEOPLE AND CAME INTO THE WORLD TO SAVE EVERYONE. EVEN THE PHARISEES DID NOT RECOGNIZE THAT HE WAS THE MESSIAH AND ONLY SON OF GOD. THEY LIKE TODAY'S MEDIA, MADE THE PEOPLE TURN AGAINST HIM AND CRUCIFY HIM, JUST LIKE YOU ALL ARE DOING TO PRESIDENT TRUMP. MEDIA, I AM KINDLY ASKING YOU ALL TO CHECK YOURSELVES BEFORE YOU WRECK YOURSELVES. CAN YOU EVER START WALKING IN TRUTH AND INTEGRITY?????? OR ARE YOU ALL LIKE HOLLYWOOD SO CLEARLY SHOWED US IN PLAIN SIGHT IN THE MOVIE ""THE NETWORK."""
327,-1,"No need any debate with her, she is not fit for the President post. Mr. Donald Trump is eligible for he loves his country, he cares for his people, he want to protect his people from drug and so on. If you want America to be a drug filled country and abortions, and same sex people and so on , then vote for Kamala Harris."
328,10,NO MORE DEBATE !!! NO MORE LIES AND AND HUMILATION . JUST MAKE AMERICA GREAT AGAIN 💯🇺🇸❤️
329,3,"It was such a WASTE OF TIME, he has BETTER things to do than listen to her garble!!"
330,-1,"The debate will be rigged in her favor, anyway"
331,3,Good don’t waste time with her! She’s a loser! Liar as well! You know Joe was sharp as a tax!
332,-1,"It is important to engage in respectful and constructive discourse during debates, avoiding the use of hateful or abusive language. The media also plays a significant role in shaping public opinion, and it is crucial for them to maintain objectivity and accuracy in their reporting."
333,-1,"Because nbc is bias and hates trump, so he has every right. Again hate talk that starts all of this discrimination against Trump"
334,-1,I believe Donsld Trump paid the second gunman in west palm Beach so it could boost his ratings in the polls. That's how despicable he is.
335,0,Hes not chickening out moron. He actually didnt do a bad job considering Harris most likely was given the questions beforehand AND it was three against one! No he did a good job and I dont blame him for standing up for hisself against the bully moderators and decling anymore debates. TRUMP 2024!!!!!!
336,-1,People forget that there was a debate Kamala DODGED but instead Trump was asked by the very same woman who's a moderator here.
337,-1,He was set up 3 against 1 and was not a legitamate debate….abc propaganda debate…BBC equally corrupted as is ABC in this report
338,-1,"I'm a republican but I'm not voting for trump again. He is a disgrace to the Republicans. Also those false lies that he and jd Vance spread about immigrants eating cats and dogs. What a racist dogs these two are. No for trump and Vance. I can't imagine how the white house going to be like, if trump gets in again."
339,2,"When Trump said they are eating the dogs and cats he was misinformed. It is actually about blood animal sacrifices. You people are like innocent, nieve children who laugh at everything."
340,8,Trump needs z type security we are praying for him
341,-1,second debate???? the man is busy dodging bullets you lil waste of sperm!!! fuck you bbc!
342,-1,"It will be a landslide,Trump is done by republicans , chickening out by a black woman ?!!"
343,-1,For first time ever he used his brain 😂
344,-1,"""KUM-SWALLOWA: THERE ARE NO U.S. TROOPS IN COMBAT ZONES!!!"" FACT-CHECK... LIAR!!!"
345,-1,Chump is chicken after slurping cats' and dogs' diarreah.
346,-1,That coward. How can we expect him to defend us on a worldwide level when he can't hold his own against his candidate?
